row_index,id,event,label,local_pred,prob_rumor,review_label,llm_confidence,review_source,would_rescue_false_negative,would_create_false_positive,reason,similar_examples,text
272,544316684736028673,5,0,0,0.42101147495510033,0,0.85,cache,False,False,推文缺乏具体事件陈述，仅为情绪化评论和呼吁严惩，没有明确谣言指控；相似训练样本中谣言类虽提到悉尼事件但推文本体未提供可验证虚假细节，线索不足以覆盖本地模型判断。,"[{""label"": 0, ""similarity"": 0.3991, ""text"": ""Praying for #Sydney. These crazies have no idea what Islam is, yet have the hubris to “act in the name of” it. Despicable.""}, {""label"": 0, ""similarity"": 0.3692, ""text"": ""Justice Served: Michael Dunn gets life in prison for shooting unarmed Jordan Davis: http://t.co/rqU5yc1xLC Now what? http://t.co/uuWl3y36vz""}, {""label"": 1, ""similarity"": 0.3611, ""text"": ""Pray with me for those being held hostage right now in Sydney.. And for the police and those responsible.. May peace prevail""}, {""label"": 1, ""similarity"": 0.2794, ""text"": ""Maybe hard hitting @foxnews should be covering what's going on in #Ferguson, Mo. instead of fat shaming the First Lady??""}]","Man what on Earth is going on in Sydney. Despicable. Life in prison no parole for the idiots responsible, set a hard line, no tolerance."
10,500360018928353280,1,1,0,0.4065197684865757,0,0.8,cache,False,False,推文仅陈述律师建议，无虚假信息或谣言特征，且相似标签1样本相似度较低（0.3512），不足以支持改为谣言。,"[{""label"": 0, ""similarity"": 0.473, ""text"": ""#Ferguson: Statement from lawyers for Michael Brown's parents  http://t.co/JIMN4Gx7Fw http://t.co/uRGdD6MlSg""}, {""label"": 1, ""similarity"": 0.3512, ""text"": ""Educated guess: possible reason they didn't release shooter's incident report--he didn't write one on advice of his lawyer. #Ferguson""}, {""label"": 0, ""similarity"": 0.3395, ""text"": ""The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW""}, {""label"": 1, ""similarity"": 0.3366, ""text"": ""Reports the #SydneySiege gunman wants to speak to Tony Abbott. http://t.co/HNY7NGZa9F http://t.co/wvVGxDFIYh""}]",Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson
28,500334308867858432,1,0,0,0.39820544906882205,0,0.7,cache,False,False,推文仅为数字陈述，缺乏明显讽刺或质疑语境；本地模型非谣言证据（hashtag_ferguson）得分较高，且相似训练样本中非谣言样例占多数，不足以强烈支持谣言。,"[{""label"": 1, ""similarity"": 0.6269, ""text"": ""Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?""}, {""label"": 0, ""similarity"": 0.5073, ""text"": ""Right now in #ferguson https://t.co/M0yp0a2Wwv""}, {""label"": 0, ""similarity"": 0.4866, ""text"": ""Morning in #Ferguson http://t.co/UzDihpw6M5""}, {""label"": 0, ""similarity"": 0.4532, ""text"": ""Whoa #ferguson http://t.co/JSNZrnFMp5""}]",Fyi cigars in #Ferguson cost $38 million.
204,544377700677615616,5,1,0,0.39455620968577304,0,0.7241,cache,False,False,推文报道#SydneySiege中5人离开咖啡馆，本地模型非谣言证据更强，且内容类似新闻进展，未提供足够强烈谣言线索。,"[{""label"": 1, ""similarity"": 0.6731, ""text"": ""5 people so far have fled Sydney cafe. Unknown number of hostages still inside. http://t.co/TSrJhOhW15 #sydneysiege""}, {""label"": 1, ""similarity"": 0.5983, ""text"": ""#breaking a number of people appear to have just fled the scene of the #Sydneysiege. Lots of screaming.""}, {""label"": 1, ""similarity"": 0.5927, ""text"": ""Total 5 hostages have left Lindt #MartinPlace; 3 men, 2 women. LIVE: http://t.co/Ni4ouWAGoO. #SydneySiege #9News http://t.co/CKB2uLPHVd""}, {""label"": 0, ""similarity"": 0.5768, ""text"": ""VIDEO: Police storm cafe in Sydney. #SydneySiege https://t.co/doIVONO5wZ""}]",Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9
271,544391790615605249,5,0,0,0.3938966030462465,0,0.3,cache,False,False,推文为总理发表声明的客观报道，无虚假或夸大线索；相似训练样本中谣言多为未证实传闻，而本推文是事实性陈述，缺乏强烈谣言证据。,"[{""label"": 1, ""similarity"": 0.7245, ""text"": ""Prime Minister Tony Abbott's statement on the #SydneySiege. Updates: http://t.co/EgWHAnjO35 http://t.co/AGhyN5Qkei""}, {""label"": 0, ""similarity"": 0.6527, ""text"": ""Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated http://t.co/ejBnff6KdW http://t.co/N2VAkBcaqE""}, {""label"": 0, ""similarity"": 0.6005, ""text"": ""PM Tony Abbott has just provided an update on #SydneySiege. Here's the transcript: http://t.co/AxXP3md4KT""}, {""label"": 1, ""similarity"": 0.5964, ""text"": ""Reports the #SydneySiege gunman wants to speak to Tony Abbott. http://t.co/HNY7NGZa9F http://t.co/wvVGxDFIYh""}]","""Profoundly shocking"" -Australia PM Tony Abbott delivers second  #sydneysiege statement. MORE: http://t.co/VaKt3ZpRZR http://t.co/I9VOzKLcET"
8,500290456845299714,1,1,0,0.38829685399277825,0,0.75,cache,False,False,推文以讽刺语气质疑警署估价，但未提供明确虚假陈述，且相似训练样本中谣言与非谣言标签的相似度接近，证据不足以支持改为谣言。,"[{""label"": 1, ""similarity"": 0.3324, ""text"": ""The surveillance photos, the police report, and this witness account. #Ferguson http://t.co/Sbx9tfA5FA http://t.co/JGgtaXYOxz""}, {""label"": 0, ""similarity"": 0.3273, ""text"": ""The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW""}, {""label"": 1, ""similarity"": 0.3242, ""text"": ""Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting http://t.co/caOWNddXxa""}, {""label"": 0, ""similarity"": 0.3171, ""text"": ""Full *Redacted* police report on #MikeBrown and #Ferguson http://t.co/Tn27pdWOVq""}]",Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc
50,499536812109742080,1,0,0,0.3846781917366697,0,0.85,cache,False,False,推文是对媒体关注差异的评论，没有具体虚假陈述；相似训练样本均判为非谣言，且本地模型非谣言证据分数高于谣言证据。,"[{""label"": 0, ""similarity"": 0.372, ""text"": ""No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK""}, {""label"": 0, ""similarity"": 0.3719, ""text"": ""Unarmed teen killed by cops isn't the headline but calling black people \""ANGRY MOB!\"" is, that tells you everything about the media #Ferguson""}, {""label"": 0, ""similarity"": 0.3551, ""text"": ""LAPD kills young black man days after #Ferguson shooting http://t.co/3uEQTOPBWo http://t.co/gfJixdRY8t""}, {""label"": 0, ""similarity"": 0.3431, ""text"": ""The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW""}]",The fact that while we've been focused on #Ferguson another black man was killed by cops in LA and it barely made the news says a lot.
155,580327576218046464,4,0,0,0.3841933094374341,0,0.6,cache,False,False,推文使用标准新闻格式并包含URL，本地模型非谣言证据（如'alps URL'得分0.6244）高于谣言证据；相似训练样本中既有谣言也有非谣言，但非谣言样本与输入更贴近普通新闻报道，因此保持非谣言判断。,"[{""label"": 1, ""similarity"": 1.0189, ""text"": ""VIDEO -  BREAKING NEWS - Germanwings Airbus crashes in the French Alps with 148 onboard http://t.co/C2fJV2Uapu http://t.co/y0RoEPBMqM""}, {""label"": 1, ""similarity"": 1.0133, ""text"": ""BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking""}, {""label"": 0, ""similarity"": 0.9684, ""text"": ""NEWS Germanwings flight crashes in south of France http://t.co/Iy99ucFqQ0""}, {""label"": 0, ""similarity"": 0.9334, ""text"": ""Germanwings Airbus A320 crashes in French Alps - live updates http://t.co/ZCHyZHUQ6Y""}]",BREAKING NEWS: Germanwings flight GWI18G crashes in French Alps: http://t.co/v8yssTEbHR http://t.co/GA8ZdGUq30
170,580328297462140928,4,0,0,0.38270728460594783,0,0.85,cache,False,False,推文仅为客观陈述坠机事实，无夸大或虚假表述；相似谣言样本均含伤亡数量等恐慌性措辞，而本推文不具有此类线索。,"[{""label"": 1, ""similarity"": 0.7343, ""text"": ""Passenger plane carrying 148 people crashes in the French Alps en route from Spain to Germany. #Germanwings""}, {""label"": 0, ""similarity"": 0.6543, ""text"": ""Crashed #GermanWings A320 Airbus is 24 years old, ID D-AIPX, first flight was in November 1990 http://t.co/8UPMsinQkX http://t.co/3ggahAQ3Pu""}, {""label"": 1, ""similarity"": 0.6159, ""text"": ""BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL""}, {""label"": 0, ""similarity"": 0.6118, ""text"": ""#GermanWings A320 Airbus 24 yrs old, first flight was in November 1990 http://t.co/zU6hn03xzU #4U9525 http://t.co/picb9shVF2""}]",#Germanwings Airbus A320 flight was travelling from Spain to Germany when it crashed. http://t.co/EDoH4hAD7w http://t.co/ODxFHTAWY9
291,544286688436969472,5,0,0,0.37829801905999044,0,0.9,cache,False,False,推文仅表达对悉尼马丁广场事件的主观担忧，未包含具体事实断言或虚假信息；相似训练样本中高相似度的非谣言样本与推文情感一致，而谣言样本涉及具体指控（ISIS旗、照片），与当前文本不符。,"[{""label"": 0, ""similarity"": 0.6692, ""text"": ""My thoughts are with the people in Sydney right now""}, {""label"": 1, ""similarity"": 0.5962, ""text"": ""RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/CRqVuAd0PN""}, {""label"": 1, ""similarity"": 0.5962, ""text"": ""RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/nJYpN3eTKu""}, {""label"": 0, ""similarity"": 0.5655, ""text"": ""Terrifying news of the #sydneysiege back home. Thinking of our country and it's people.""}]","thinking of the people in Martin Place in Sydney right now, and for the police, etc having to deal with the situation. so terrifying"
386,535270217689993216,0,1,0,0.362892147202043,0,0.6,cache,False,False,推文陈述心理评估结果，非谣言证据中'not'、'gurlitt'等词项得分较高，相似训练样本中有非谣言样本（相似度0.5917）支持，缺少强烈谣言线索。,"[{""label"": 1, ""similarity"": 0.595, ""text"": ""Swiss museum confirms it will take on #Gurlitt collection""}, {""label"": 0, ""similarity"": 0.5917, ""text"": ""Swiss Museum: #Gurlitt collection will be researched according to Washington Principles; looted works will be restituted.""}, {""label"": 0, ""similarity"": 0.5046, ""text"": "".@KunstmuseumBern goes to Berlin today. http://t.co/P2OPRLlKev #Gurlitt""}, {""label"": 1, ""similarity"": 0.4937, ""text"": ""#BREAKING - Museum of Fine Arts Bern to accept #Gurlitt art collection.""}]",According to psychiatric evaluation #Gurlitt not mentally fit to write will bequeathing paintings to museum http://t.co/EF3WSuyVPT
242,544520344976232449,5,0,0,0.36025517359967746,0,0.85,cache,False,False,推文使用'confirm'明确官方确认结束，与相似非谣言样本'Police have confirmed Sydney hostage taking is over'一致，缺乏谣言所需的不确定性线索。,"[{""label"": 1, ""similarity"": 0.9387, ""text"": ""BREAKING: Australian police say #SydneySiege is over; cannot confirm status of gunman""}, {""label"": 0, ""similarity"": 0.8687, ""text"": ""#BREAKING: Police have confirmed Sydney hostage taking is over. #Sydneysiege""}, {""label"": 1, ""similarity"": 0.8645, ""text"": ""#BREAKING Australian police say responding to 'incident' at Sydney Opera House""}, {""label"": 0, ""similarity"": 0.8343, ""text"": ""#BREAKING: Australian police have named the suspect in the Sydney siege: Islamic leader Sheik Man Haron Monis http://t.co/yoFrfF1AHQ""}]",#BREAKING: Australian police confirm Sydney siege is over
292,544348392944463872,5,0,0,0.35790820712942617,0,0.95,cache,False,False,推文仅报道澳洲伊斯兰教理事会谴责悉尼围困事件，为正常新闻陈述，本地非谣言证据如'sydney siege'和'imams'得分高于谣言证据，且相似训练样本中两条非谣言推文结构与内容相近，缺乏明显虚假指控。,"[{""label"": 1, ""similarity"": 0.63, ""text"": ""PM Modi condemns Sydney hostage crisis  http://t.co/Ihl4Dxc7Ub http://t.co/3odOw6yBp3""}, {""label"": 0, ""similarity"": 0.5223, ""text"": ""#BREAKING More than 40 Australian Muslim groups condemn Sydney cafe siege""}, {""label"": 0, ""similarity"": 0.4656, ""text"": ""#BREAKING: Australian police have named the suspect in the Sydney siege: Islamic leader Sheik Man Haron Monis http://t.co/yoFrfF1AHQ""}, {""label"": 1, ""similarity"": 0.4545, ""text"": ""Aussie grand mufti &amp; Imam Council condemn #Sydneysiege hostage capture http://t.co/m51P8dUPhB - LIVE UPDATES http://t.co/tTw3kMkYTZ""}]",BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE
376,524946461621235712,6,0,0,0.3529107242810623,0,0.7,cache,False,False,推文仅为原始视频描述，本地模型非谣言证据（如“shooting URL”得分0.7199）较强，相似训练样本中有两个非谣言样本（相似度0.5225和0.5）内容相似，证据不足以强烈支持谣言。,"[{""label"": 1, ""similarity"": 1.1413, ""text"": ""RAW VIDEO : Parliament Hill shooting. Video from inside Parliament Hill after shots were fired. #breaking http://t.co/sIwoId5RoH #CBCNews""}, {""label"": 0, ""similarity"": 0.5225, ""text"": ""Shooting at the war memorial in Ottawa. http://t.co/1Z0p4Mj5Vw""}, {""label"": 0, ""similarity"": 0.5, ""text"": ""Police with guns drawn at seen of war memorial shooting. @ctvottawa http://t.co/QP3k6mqqH9""}, {""label"": 1, ""similarity"": 0.3671, ""text"": ""Soldier shot at National War Memorial in Ottawa http://t.co/9jLwNdsKp2 http://t.co/0a3tmPyUw9""}]",RAW VIDEO War Memorial shooting. http://t.co/c9wCpS2Af9 #cbcnews
288,544336572141694976,5,0,0,0.3492436939936335,0,0.85,cache,False,False,相似训练样本全部为非谣言，且推文仅为事件进展描述，缺乏谣言典型特征。,"[{""label"": 0, ""similarity"": 0.9707, ""text"": ""A crowd gathers near Martin Place. #sydneysiege http://t.co/7NdqPYhwcY @JezNews http://t.co/hCgUyOcuhn""}, {""label"": 0, ""similarity"": 0.7619, ""text"": ""BREAKING: Police say the hostage situation in Sydney is over: http://t.co/pFI0hfrn0j #sydneysiege http://t.co/SMAlQQgCtH""}, {""label"": 0, ""similarity"": 0.5728, ""text"": ""Why a hostage situation is neither the time nor place for selfies #sydneysiege http://t.co/AYGnzNVxOX http://t.co/yhHldK5Wne""}, {""label"": 0, ""similarity"": 0.5568, ""text"": ""A hostage situation at a Sydney cafe has come to an end, after police stormed the scene. Live updates: http://t.co/Z6JPQTstYO #Sydneysiege""}]",#SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation  http://t.co/2zFjvlPC1n http://t.co/YW5zGPMEWS
388,535721996391178242,0,1,0,0.34727471533151033,0,0.85,cache,False,False,推文为新闻式陈述，本地模型非谣言证据（如词项'gurlitt'）较强；相似训练样本中最高相似度（0.7084）为0，且未发现强烈谣言线索。,"[{""label"": 0, ""similarity"": 0.7084, ""text"": ""Swiss museum to say today whether it accepts Nazi-era art hoard @AFP http://t.co/ZrnSMxC4YO #Gurlitt""}, {""label"": 1, ""similarity"": 0.6637, ""text"": ""Swiss museum confirms it will take on #Gurlitt collection""}, {""label"": 0, ""similarity"": 0.6289, ""text"": ""Swiss Museum will take part in provenance research of #Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art""}, {""label"": 1, ""similarity"": 0.6121, ""text"": ""Swiss museum will accept Gurlitt art trove http://t.co/daVvhdjLd1""}]","Swiss museum close to accepting #Gurlitt bequest, returning any #Nazi-looted pieces http://t.co/eCo07tfpkF via @WSJ"
165,580319983676313601,4,0,0,0.33655704459164265,0,0.95,cache,False,False,推文为关于德国之翼航班的事件描述，语气客观且附有URL，类似训练样本均为非谣言报道，无谣言线索。,"[{""label"": 0, ""similarity"": 0.4065, ""text"": ""Praying for Germanwings A320 passengers &amp; their families &gt;   http://t.co/Ug4ULnF6XL  #germanwings #A320""}, {""label"": 0, ""similarity"": 0.3828, ""text"": ""Location of #Germanwings plane crash. http://t.co/9a9ZLDN4o7""}, {""label"": 0, ""similarity"": 0.3788, ""text"": ""#Germanwings plane crash: what we know so far http://t.co/q1I8tkghmf http://t.co/Lywc9MHPgj""}, {""label"": 0, ""similarity"": 0.3433, ""text"": ""Flightpath of Germanwings A320 http://t.co/SHVkyEy4Ug http://t.co/aZouLEdgeI""}]",#Últimahora Es tracta d'un aparell de Germanwings amb 152 passatgers a bord http://t.co/hT5BhpuGuv
214,544296671950020609,5,1,0,0.3360829124025597,0,0.85,cache,False,False,推文仅引用推测性报告且本身未传播虚假信息，相似训练样本中虽有谣言但内容不同，缺乏明确谣言线索。,"[{""label"": 0, ""similarity"": 0.6834, ""text"": ""Weep for media credibility. The Australian's @SharriMarkson was tweeting Channel 9 reports of 2GB Ray Hadley's 'rumours.' #SydneySiege""}, {""label"": 1, ""similarity"": 0.6383, ""text"": ""3 people appear to escape from Lindt Cafe in Sydney, @abcnews reports. #SydneySiege http://t.co/HFOY0ctLNV http://t.co/SdHLGo6pzY""}, {""label"": 0, ""similarity"": 0.5596, ""text"": ""Latest update on the situation in Martin Place from @nswpolice #SydneySiege http://t.co/q9PlmuiAEs""}, {""label"": 0, ""similarity"": 0.517, ""text"": ""Images of the #SydneySiege http://t.co/dx5yyCVc9K http://t.co/wRpCfYU3sy""}]",From @guardian on Ray Hadley's speculative reports: #sydneysiege http://t.co/qRXKjmJZyq
